Plant ID,Plant Name,Family,Watering Frequency,Min Ideal Temperature in Celicius,Max Ideal Temperature in Celicius,Sunlight,Air temperature in Celicius,Sun Hours,Sunlight outside
1393423,Lamium album L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,-8,7,Full shade
1393425,Lamium maculatum (L.) L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,-3,7,Full shade
1393614,Liriodendron tulipifera L.,Magnoliaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-10,12,Full shade
1394382,Anemone alpina L.,Ranunculaceae,Less often than Every 1-2 weeks,15,20,Full sun location,-6,12,Full shade
1394420,Anemone hepatica L.,Ranunculaceae,Less often than Every week,2,32,Partial sun location,-10,7,Full shade
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,Less often than Every 1-2 weeks,20,38,Full sun location,16,12,Full shade
1355936,Cirsium arvense (L.) Scop.,Asteraceae,Less often than Every week,0,35,Full sun location,-4,12,Full shade
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,Less often than Every week,20,35,Full sun location,10,12,Full shade
1355990,Mercurialis annua L.,Euphorbiaceae,Less often than Every week,20,38,Full sun location,10,12,Full shade
1356022,Hypericum perforatum L.,Hypericaceae,Less often than Every week,5,35,Full sun location,-8,12,Full shade
1356257,Melilotus albus Medik.,Fabaceae,Less often than Every week,20,38,Full sun location,12,12,Full shade
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,Less often than Twice per week,5,32,Partial sun location,-2,7,Full shade
1356781,Humulus lupulus L.,Cannabaceae,Less often than Twice per week,0,35,Full sun location,-4,12,Full shade
1357330,Calendula officinalis L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,-2,12,Full shade
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,Less often than Every week,20,35,Full sun location,6,12,Full shade
1358094,Sedum acre L.,Crassulaceae,Less often than Every 2-3 weeks,0,32,Full sun location,-7,12,Full shade
1358095,Sedum album L.,Crassulaceae,Less often than Every 2-3 weeks,20,35,Full sun location,2,12,Full shade
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,Less often than Every 2 weeks,5,25,Full sun location,-8,12,Full shade
1358689,Hypericum androsaemum L.,Hypericaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-6,12,Full shade
1358752,Lamium purpureum L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,-7,7,Full shade
1358766,Lavandula stoechas L.,Lamiaceae,Less often than Every week,5,35,Full sun location,-9,12,Full shade
1359498,Trifolium incarnatum L.,Fabaceae,Less often than Every week,20,35,Full sun location,1,12,Full shade
1359517,Trifolium pratense L.,Fabaceae,Less often than Every week,20,35,Full sun location,5,12,Full shade
1359616,Punica granatum L.,Lythraceae,Less often than Every 1-2 weeks,5,38,Full sun location,-6,12,Full shade
1359620,Alcea rosea L.,Malvaceae,Less often than Every week,0,35,Full sun location,-2,12,Full shade
1360978,Pancratium maritimum L.,Amaryllidaceae,Less often than Every week,15,35,Full sun location,-7,12,Full shade
1361656,Ophrys apifera Huds.,Orchidaceae,Less often than Every 1-2 weeks,10,35,Partial sun location,-5,7,Full shade
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,-6,7,Full shade
1361824,Lavandula angustifolia Mill.,Lamiaceae,Less often than Every week,5,35,Full sun location,3,12,Full shade
1362490,Sedum rupestre L.,Crassulaceae,Less often than Every week,10,35,Full sun location,9,12,Full shade
1363128,Papaver rhoeas L.,Papaveraceae,Less often than Every week,20,35,Full sun location,-8,12,Full shade
1363130,Papaver somniferum L.,Papaveraceae,Less often than Twice per week,20,35,Full sun location,-7,12,Full shade
1363227,Daucus carota L.,Apiaceae,Less often than Twice per week,20,35,Full sun location,10,12,Full shade
1363336,Smilax aspera L.,Smilacaceae,Less often than Every 3 weeks,15,38,Full sun location,13,12,Full shade
1363740,Trifolium repens L.,Fabaceae,Less often than Every week,0,35,Full sun location,-9,12,Full shade
1363764,Acacia dealbata Link,Fabaceae,Less often than Every 1-2 weeks,15,38,Full sun location,-7,12,Full shade
1363991,Fragaria vesca L.,Rosaceae,Less often than Every week,5,35,Full sun location,4,12,Full shade
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,Less often than Every week,20,35,Full sun location,-1,12,Full shade
1364164,Lapsana communis L.,Asteraceae,Less often than Every week,20,35,Partial sun location,1,7,Full shade
1364173,Lactuca serriola L.,Asteraceae,Less often than Every week,20,35,Full sun location,12,12,Full shade
1367432,Lupinus polyphyllus Lindl.,Fabaceae,Less often than Every 1-2 weeks,0,35,Full sun location,-5,12,Full shade
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,Less often than Every week,15,38,Partial sun location,8,7,Full shade
1374048,Tagetes erecta L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,7,12,Full shade
1384485,Cucurbita pepo L.,Cucurbitaceae,Less often than Twice per week,20,35,Full sun location,11,12,Full shade
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,Less often than Every 3 weeks,20,38,Partial sun location,10,7,Full shade
1389510,Aegopodium podagraria L.,Apiaceae,Less often than Every week,0,35,Partial sun location,-4,7,Full shade
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,Less often than Every week,20,35,Full sun location,18,12,Full shade
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,Less often than Every week,20,35,Partial sun location,-9,7,Full shade
1393241,Hypericum calycinum L.,Hypericaceae,Less often than Every 2-3 weeks,5,35,Full sun location,1,12,Full shade
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,Less often than Every week,5,35,Full sun location,-9,12,Full shade
1393423,Lamium album L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,4,7,Full shade
1393425,Lamium maculatum (L.) L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,-6,7,Full shade
1393614,Liriodendron tulipifera L.,Magnoliaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-10,12,Full shade
1394382,Anemone alpina L.,Ranunculaceae,Less often than Every 1-2 weeks,15,20,Full sun location,-10,12,Full shade
1394420,Anemone hepatica L.,Ranunculaceae,Less often than Every week,2,32,Partial sun location,0,7,Full shade
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,Less often than Every 1-2 weeks,20,38,Full sun location,-6,12,Full shade
1355936,Cirsium arvense (L.) Scop.,Asteraceae,Less often than Every week,0,35,Full sun location,-7,12,Full shade
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,Less often than Every week,20,35,Full sun location,14,12,Full shade
1355990,Mercurialis annua L.,Euphorbiaceae,Less often than Every week,20,38,Full sun location,-4,12,Full shade
1356022,Hypericum perforatum L.,Hypericaceae,Less often than Every week,5,35,Full sun location,-8,12,Full shade
1356257,Melilotus albus Medik.,Fabaceae,Less often than Every week,20,38,Full sun location,19,12,Full shade
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,Less often than Twice per week,5,32,Partial sun location,-3,7,Full shade
1356781,Humulus lupulus L.,Cannabaceae,Less often than Twice per week,0,35,Full sun location,-1,12,Full shade
1357330,Calendula officinalis L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,3,12,Full shade
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,Less often than Every week,20,35,Full sun location,-4,12,Full shade
1358094,Sedum acre L.,Crassulaceae,Less often than Every 2-3 weeks,0,32,Full sun location,-5,12,Full shade
1358095,Sedum album L.,Crassulaceae,Less often than Every 2-3 weeks,20,35,Full sun location,2,12,Full shade
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,Less often than Every 2 weeks,5,25,Full sun location,-5,12,Full shade
1358689,Hypericum androsaemum L.,Hypericaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-7,12,Full shade
1358752,Lamium purpureum L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,-3,7,Full shade
1358766,Lavandula stoechas L.,Lamiaceae,Less often than Every week,5,35,Full sun location,4,12,Full shade
1359498,Trifolium incarnatum L.,Fabaceae,Less often than Every week,20,35,Full sun location,-4,12,Full shade
1359517,Trifolium pratense L.,Fabaceae,Less often than Every week,20,35,Full sun location,-4,12,Full shade
1359616,Punica granatum L.,Lythraceae,Less often than Every 1-2 weeks,5,38,Full sun location,4,12,Full shade
1359620,Alcea rosea L.,Malvaceae,Less often than Every week,0,35,Full sun location,-4,12,Full shade
1360978,Pancratium maritimum L.,Amaryllidaceae,Less often than Every week,15,35,Full sun location,-8,12,Full shade
1361656,Ophrys apifera Huds.,Orchidaceae,Less often than Every 1-2 weeks,10,35,Partial sun location,-2,7,Full shade
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,13,7,Full shade
1361824,Lavandula angustifolia Mill.,Lamiaceae,Less often than Every week,5,35,Full sun location,-6,12,Full shade
1362490,Sedum rupestre L.,Crassulaceae,Less often than Every week,10,35,Full sun location,-8,12,Full shade
1363128,Papaver rhoeas L.,Papaveraceae,Less often than Every week,20,35,Full sun location,-9,12,Full shade
1363130,Papaver somniferum L.,Papaveraceae,Less often than Twice per week,20,35,Full sun location,17,12,Full shade
1363227,Daucus carota L.,Apiaceae,Less often than Twice per week,20,35,Full sun location,7,12,Full shade
1363336,Smilax aspera L.,Smilacaceae,Less often than Every 3 weeks,15,38,Full sun location,-3,12,Full shade
1363740,Trifolium repens L.,Fabaceae,Less often than Every week,0,35,Full sun location,-3,12,Full shade
1363764,Acacia dealbata Link,Fabaceae,Less often than Every 1-2 weeks,15,38,Full sun location,-6,12,Full shade
1363991,Fragaria vesca L.,Rosaceae,Less often than Every week,5,35,Full sun location,-1,12,Full shade
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,Less often than Every week,20,35,Full sun location,-1,12,Full shade
1364164,Lapsana communis L.,Asteraceae,Less often than Every week,20,35,Partial sun location,14,7,Full shade
1364173,Lactuca serriola L.,Asteraceae,Less often than Every week,20,35,Full sun location,-5,12,Full shade
1367432,Lupinus polyphyllus Lindl.,Fabaceae,Less often than Every 1-2 weeks,0,35,Full sun location,-8,12,Full shade
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,Less often than Every week,15,38,Partial sun location,5,7,Full shade
1374048,Tagetes erecta L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,-5,12,Full shade
1384485,Cucurbita pepo L.,Cucurbitaceae,Less often than Twice per week,20,35,Full sun location,7,12,Full shade
1385937,Zamioculcas zamiifolia (Lodd.) Engl.,Araceae,Less often than Every 3 weeks,20,38,Partial sun location,13,7,Full shade
1389510,Aegopodium podagraria L.,Apiaceae,Less often than Every week,0,35,Partial sun location,-9,7,Full shade
1391192,Cirsium eriophorum (L.) Scop.,Asteraceae,Less often than Every week,20,35,Full sun location,17,12,Full shade
1392475,Alliaria petiolata (M.Bieb.) Cavara & Grande,Brassicaceae,Less often than Every week,20,35,Partial sun location,9,7,Full shade
1393241,Hypericum calycinum L.,Hypericaceae,Less often than Every 2-3 weeks,5,35,Full sun location,1,12,Full shade
1393393,Kniphofia uvaria (L.) Hook.,Asphodelaceae,Less often than Every week,5,35,Full sun location,-6,12,Full shade
1393423,Lamium album L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,0,7,Full shade
1393425,Lamium maculatum (L.) L.,Lamiaceae,Less often than Every week,5,35,Partial sun location,-5,7,Full shade
1393614,Liriodendron tulipifera L.,Magnoliaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-8,12,Full shade
1394382,Anemone alpina L.,Ranunculaceae,Less often than Every 1-2 weeks,15,20,Full sun location,-1,12,Full shade
1394420,Anemone hepatica L.,Ranunculaceae,Less often than Every week,2,32,Partial sun location,-4,7,Full shade
1355932,Pelargonium graveolens L'Hér.,Geraniaceae,Less often than Every 1-2 weeks,20,38,Full sun location,5,12,Full shade
1355936,Cirsium arvense (L.) Scop.,Asteraceae,Less often than Every week,0,35,Full sun location,-8,12,Full shade
1355937,Cirsium vulgare (Savi) Ten.,Asteraceae,Less often than Every week,20,35,Full sun location,8,12,Full shade
1355990,Mercurialis annua L.,Euphorbiaceae,Less often than Every week,20,38,Full sun location,9,12,Full shade
1356022,Hypericum perforatum L.,Hypericaceae,Less often than Every week,5,35,Full sun location,1,12,Full shade
1356257,Melilotus albus Medik.,Fabaceae,Less often than Every week,20,38,Full sun location,-7,12,Full shade
1356382,Dryopteris filix-mas (L.) Schott,Dryopteridaceae,Less often than Twice per week,5,32,Partial sun location,4,7,Full shade
1356781,Humulus lupulus L.,Cannabaceae,Less often than Twice per week,0,35,Full sun location,-3,12,Full shade
1357330,Calendula officinalis L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,11,12,Full shade
1357635,Helminthotheca echioides (L.) Holub,Asteraceae,Less often than Every week,20,35,Full sun location,-8,12,Full shade
1358094,Sedum acre L.,Crassulaceae,Less often than Every 2-3 weeks,0,32,Full sun location,-4,12,Full shade
1358095,Sedum album L.,Crassulaceae,Less often than Every 2-3 weeks,20,35,Full sun location,-2,12,Full shade
1358133,Sedum sediforme (Jacq.) Pau,Crassulaceae,Less often than Every 2 weeks,5,25,Full sun location,-7,12,Full shade
1358689,Hypericum androsaemum L.,Hypericaceae,Less often than Every 1-2 weeks,5,35,Full sun location,-10,12,Full shade
1358752,Lamium purpureum L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,4,7,Full shade
1358766,Lavandula stoechas L.,Lamiaceae,Less often than Every week,5,35,Full sun location,4,12,Full shade
1359498,Trifolium incarnatum L.,Fabaceae,Less often than Every week,20,35,Full sun location,10,12,Full shade
1359517,Trifolium pratense L.,Fabaceae,Less often than Every week,20,35,Full sun location,15,12,Full shade
1359616,Punica granatum L.,Lythraceae,Less often than Every 1-2 weeks,5,38,Full sun location,-9,12,Full shade
1359620,Alcea rosea L.,Malvaceae,Less often than Every week,0,35,Full sun location,-1,12,Full shade
1360978,Pancratium maritimum L.,Amaryllidaceae,Less often than Every week,15,35,Full sun location,13,12,Full shade
1361656,Ophrys apifera Huds.,Orchidaceae,Less often than Every 1-2 weeks,10,35,Partial sun location,3,7,Full shade
1361823,Lamium galeobdolon (L.) L.,Lamiaceae,Less often than Every week,20,35,Partial sun location,12,7,Full shade
1361824,Lavandula angustifolia Mill.,Lamiaceae,Less often than Every week,5,35,Full sun location,3,12,Full shade
1362490,Sedum rupestre L.,Crassulaceae,Less often than Every week,10,35,Full sun location,-10,12,Full shade
1363128,Papaver rhoeas L.,Papaveraceae,Less often than Every week,20,35,Full sun location,0,12,Full shade
1363130,Papaver somniferum L.,Papaveraceae,Less often than Twice per week,20,35,Full sun location,-3,12,Full shade
1363227,Daucus carota L.,Apiaceae,Less often than Twice per week,20,35,Full sun location,2,12,Full shade
1363336,Smilax aspera L.,Smilacaceae,Less often than Every 3 weeks,15,38,Full sun location,-4,12,Full shade
1363740,Trifolium repens L.,Fabaceae,Less often than Every week,0,35,Full sun location,-4,12,Full shade
1363764,Acacia dealbata Link,Fabaceae,Less often than Every 1-2 weeks,15,38,Full sun location,5,12,Full shade
1363991,Fragaria vesca L.,Rosaceae,Less often than Every week,5,35,Full sun location,-3,12,Full shade
1364099,Centranthus ruber (L.) DC.,Caprifoliaceae,Less often than Every week,20,35,Full sun location,17,12,Full shade
1364164,Lapsana communis L.,Asteraceae,Less often than Every week,20,35,Partial sun location,17,7,Full shade
1364173,Lactuca serriola L.,Asteraceae,Less often than Every week,20,35,Full sun location,15,12,Full shade
1367432,Lupinus polyphyllus Lindl.,Fabaceae,Less often than Every 1-2 weeks,0,35,Full sun location,-6,12,Full shade
1369887,Trachelospermum jasminoides (Lindl.) Lem.,Apocynaceae,Less often than Every week,15,38,Partial sun location,14,7,Full shade
1374048,Tagetes erecta L.,Asteraceae,Less often than Twice per week,20,38,Full sun location,7,12,Full shade
1384485,Cucurbita pepo L.,Cucurbitaceae,Less often than Twice per week,20,35,Full sun location,-6,12,Full shade
