Plant ID,Plant Name,Family,Watering Frequency,Min Ideal Temperature in Celicius,Max Ideal Temperature in Celicius,Sunlight,Air temperature in Celicius
1408727,Stemodia verticillata (Mill.) Hassl.,Plantaginaceae,Less often than Every week,,,Full sun,-2
1408734,Stoebe passerinoides (Lam.) Willd.,Asteraceae,,,,,-10
1408738,Strongylodon macrobotrys A.Gray,Fabaceae,Less often than Every week,20,38,Partial sun,0
1408774,Tradescantia pallida (Rose) D.R.Hunt,Commelinaceae,Less often than Every 1-2 weeks,20,38,Partial sun,-10
1408788,Trimezia martinicensis (Jacq.) Herb.,Iridaceae,Less often than Every week,20,38,Partial sun,-1
1408810,Vangueria madagascariensis J.F.Gmel.,Rubiaceae,,,,,-4
1408812,Vepris lanceolata (Lam.) G.Don,Rutaceae,,,,,-6
1408845,Zaleya pentandra (L.) C.Jeffrey,Aizoaceae,,,,,-2
1408869,Cereus repandus (L.) Mill.,Cactaceae,Less often than Every 2-3 weeks,20,38,Full sun,-2
1408874,Bismarckia nobilis Hildebr. & H.Wendl.,Arecaceae,Less often than Every 1-2 weeks,20,41,Full sun,5
1408953,Acacia nilotica (L.) Delile,Fabaceae,,,,,-3
1408961,Schefflera arboricola (Hayata) Merr.,Araliaceae,Less often than Every 1-2 weeks,20,38,Partial sun,-10
1408979,Fragaria chiloensis (L.) Mill.,Rosaceae,Less often than Twice per week,20,35,Full sun,-8
1409185,Aphelandra squarrosa Nees,Acanthaceae,Less often than Every week,20,38,Full sun,-2
1409191,Gynura aurantiaca (Blume) Sch.Bip. ex DC.,Asteraceae,Less often than Every week,20,38,Full sun,5
1409195,Pereskia aculeata Mill.,Cactaceae,Less often than Every 2 weeks,20,38,Full sun,15
1409214,Peperomia argyreia (Miq.) E.Morren,Piperaceae,Less often than Every week,20,38,Full shade,-10
1409215,Peperomia caperata Yunck.,Piperaceae,Less often than Every week,20,38,Full shade,6
1409216,Peperomia obtusifolia (L.) A. Dietr.,Piperaceae,Less often than Every week,20,38,Full shade,12
1409238,Anthurium andraeanum Linden ex Andr̩,Araceae,Less often than Every week,20,38,Full shade,-5
1409239,Anthurium scherzerianum Schott,Araceae,Less often than Twice per week,20,38,Partial sun,9
1409283,Zamia furfuracea L.f.,Zamiaceae,Less often than Every 1-2 weeks,20,38,Partial sun,7
1409292,Dendrobium nobile Lindl.,Orchidaceae,Less often than Twice per week,20,38,Full shade,-2
1409295,Nandina domestica Thunb.,Berberidaceae,Less often than Every 1-2 weeks,15,38,Full sun,-9
1409296,Nymphaea nouchali Burm.f.,Nymphaeaceae,Less often than Every week,20,38,Full sun,12
1409299,Falcataria moluccana (Miq.) Barneby & J.W.Grimes,Fabaceae,Less often than Every 2-3 weeks,20,38,Full sun,19
1409328,Acacia tortuosa (L.) Willd.,Fabaceae,,,,,-10
1409407,Bourreria succulenta Jacq.,Boraginaceae,,,,,-5
1409521,Crotalaria brevidens Benth.,Fabaceae,,,,,-10
1409525,Crotalaria pumila Ortega,Fabaceae,Less often than Every week,20,38,Full sun,17
1409550,Dendrobium chrysotoxum Lindl.,Orchidaceae,Less often than Every week,20,38,Partial sun,0
1409551,Dendrobium crumenatum Sw.,Orchidaceae,Less often than Every week,20,38,Partial sun,14
1409552,Dendrobium moschatum (Buch.-Ham.) Sw.,Orchidaceae,,,,,-6
1409586,Entada gigas (L.) Fawc. & Rendle,Fabaceae,Less often than Every 3 weeks,20,38,Full sun,8
1409642,Fittonia albivenis (Lindl. ex Veitch) R.K. Brummitt,Acanthaceae,Less often than Every week,20,38,Partial sun,-10
1409705,Illicium verum Hook.f.,Schisandraceae,Less often than Every 2 weeks,15,35,Full sun,0
1409746,Lactuca floridana (L.) Gaertn.,Asteraceae,Less often than Every week,20,35,Partial sun,8
1409824,Mussaenda pubescens Dryand.,Rubiaceae,Less often than Every 2-3 weeks,20,38,Full sun,-5
1409834,Neolamarckia cadamba (Roxb.) Bosser,Rubiaceae,Less often than Every 2 weeks,20,38,Full sun,-1
1409839,Nymphaea ampla (Salisb.) DC.,Nymphaeaceae,Less often than Every week,20,38,Full sun,-9
1409918,Phyllanthus epiphyllanthus L.,Phyllanthaceae,,,,,-5
1409919,Phyllanthus mimosoides Sw.,Phyllanthaceae,,,,,-7
1409932,Pilosocereus royeni (L.) Byles & G. Rowley,Cactaceae,Less often than Every 3 weeks,20,38,Full sun,3
1410024,Selenicereus anthonyanus (Alexander) D.Hunt,Cactaceae,Less often than Every 2 weeks,20,38,Partial sun,-4
1410025,Selenicereus grandiflorus (L.) Britton & Rose,Cactaceae,,,,,-4
1410147,Zamia pumila L.,Zamiaceae,Less often than Every 1-2 weeks,20,38,Full sun,10
1410168,Acalypha aristata Kunth,Euphorbiaceae,,,,,-3
1411423,Chamerion latifolium (L.) Holub,Onagraceae,,,,,-2
1411462,Cirsium discolor (Muhl. ex Willd.) Spreng.,Asteraceae,Less often than Every week,20,35,Full sun,16
1411466,Cirsium foliosum (Hook.) DC.,Asteraceae,,,,,-10
1411469,Cirsium muticum Michx.,Asteraceae,Less often than Every week,20,35,Full sun,18
1411472,Cirsium undulatum (Nutt.) Spreng.,Asteraceae,Less often than Every week,20,35,Full sun,2
1411520,Comptonia peregrina (L.) J.M. Coult.,Myricaceae,Less often than Every 1-2 weeks,0,25,Partial sun,-10
1411524,Conoclinium coelestinum (L.) DC.,Asteraceae,Less often than Every week,5,35,Full sun,1
1411687,Dalea purpurea Vent.,Fabaceae,Less often than Every week,0,32,Full sun,-7
1411700,Daucus pusillus Michx.,Apiaceae,Less often than Every week,20,35,Full sun,12
1411760,Diervilla lonicera Mill.,Caprifoliaceae,Less often than Every week,0,32,Partial sun,-1
1411827,Dryopteris carthusiana (Vill.) H.P. Fuchs,Dryopteridaceae,Less often than Every week,10,32,Partial sun,-8
1411829,Dryopteris cristata (L.) A. Gray,Dryopteridaceae,Less often than Every week,0,32,Partial sun,-1
1411832,Dryopteris intermedia (Muhl. ex Willd.) A. Gray,Dryopteridaceae,Less often than Every week,0,25,Partial sun,-7
1411833,Dryopteris marginalis (L.) A. Gray,Dryopteridaceae,Less often than Every week,5,35,Partial sun,2
1411834,Duchesnea indica (Andrews) Teschem.,Rosaceae,,,,,-7
1411925,Epipactis gigantea Douglas ex Hook.,Orchidaceae,Less often than Every week,5,32,Partial sun,-5
1412311,Hypericum kalmianum L.,Hypericaceae,Less often than Every 1-2 weeks,10,35,Full sun,-5
1412313,Hypericum prolificum L.,Hypericaceae,Less often than Every 2 weeks,5,35,Full sun,-7
1412314,Hypericum punctatum Lam.,Hypericaceae,Less often than Every week,0,35,Partial sun,-2
1412337,Anemone canadensis L.,Ranunculaceae,,,,,-2
1412344,Iva frutescens L.,Asteraceae,Less often than Every week,5,35,Full sun,-8
1412368,Anemone multifida Poir.,Ranunculaceae,Less often than Every 1-2 weeks,0,32,Partial sun,-7
1412410,Anemone virginiana L.,Ranunculaceae,Less often than Every week,0,32,Partial sun,-3
1412412,Lactuca biennis (Moench) Fernald,Asteraceae,Less often than Every week,20,35,Full sun,-5
1412413,Lactuca canadensis L.,Asteraceae,Less often than Every week,20,38,Full sun,19
1412418,Lamium maculatum L.,Lamiaceae,Less often than Every week,20,35,Partial sun,8
1412444,Leersia virginica Willd.,Poaceae,Less often than Every week,0,38,Partial sun,-9
1412445,Angelica lucida L.,Apiaceae,Less often than Every week,5,25,Partial sun,4
1412595,Lupinus argenteus Pursh,Fabaceae,Less often than Every week,20,38,Full sun,-3
1412596,Lupinus bicolor Lindl.,Fabaceae,Less often than Every week,20,35,Full sun,-9
1412659,Maianthemum canadense Desf.,Asparagaceae,Less often than Every 2 weeks,5,32,Partial sun,-6
1412661,Maianthemum racemosum (L.) Link,Asparagaceae,Less often than Every week,0,35,Partial sun,-8
1412662,Maianthemum stellatum (L.) Link,Asparagaceae,Less often than Every 1-2 weeks,0,32,Full shade,-1
1412663,Maianthemum trifolium (L.) Sloboda,Asparagaceae,Less often than Every week,0,32,Partial sun,-8
1412697,Mertensia maritima (L.) Gray,Boraginaceae,Less often than Every week,0,32,Full sun,-5
1412698,Mertensia paniculata (Aiton) G. Don,Boraginaceae,Less often than Every week,5,32,Partial sun,2
1412699,Mertensia virginica (L.) Pers. ex Link,Boraginaceae,Less often than Every week,0,35,Partial sun,-4
1412740,Mitella diphylla L.,Saxifragaceae,Less often than Every week,0,32,Partial sun,-6
1412745,Moehringia lateriflora (L.) Fenzl,Caryophyllaceae,Less often than Every week,0,32,Full sun,-8
1412831,Nymphaea mexicana Zucc.,Nymphaeaceae,Less often than Every week,5,35,Full sun,0
1412833,Nymphaea odorata Aiton,Nymphaeaceae,Less often than Every week,5,38,Full sun,2
1412834,Nymphaea tetragona Georgi,Nymphaeaceae,Less often than Every week,5,35,Full sun,1
1412888,Osmunda cinnamomea L.,Osmundaceae,,,,,-1
1412889,Osmunda claytoniana L.,Osmundaceae,,,,,-8
1412946,Papaver nudicaule L.,Papaveraceae,Less often than Every week,20,35,Full sun,-9
1412992,Aralia hispida Vent.,Araliaceae,Less often than Every week,0,32,Full sun,-4
1413002,Aralia nudicaulis L.,Araliaceae,Less often than Every week,5,35,Full sun,-4
1413013,Aralia racemosa L.,Araliaceae,Less often than Every week,5,32,Full sun,-4
1413391,Pyracantha coccinea M. Roem.,Rosaceae,Less often than Every 1-2 weeks,10,35,Full sun,4
1413751,Sedum divergens S. Watson,Crassulaceae,Less often than Every week,5,35,Full sun,4
1413752,Sedum lanceolatum Torr.,Crassulaceae,Less often than Every week,5,35,Full sun,-8
1413753,Sedum oreganum Nutt.,Crassulaceae,Less often than Every 2-3 weeks,5,35,Full sun,4
1413755,Sedum spathulifolium Hook.,Crassulaceae,Less often than Every 3 weeks,5,35,Full sun,-8
1413757,Sedum ternatum Michx.,Crassulaceae,Less often than Every 2-3 weeks,5,35,Full sun,-2
1413832,Smilax herbacea L.,Smilacaceae,Less often than Every week,20,35,Full sun,-3
1413835,Smilax tamnoides L.,Smilacaceae,Less often than Every 3 weeks,5,35,Partial sun,-10
1414057,Tradescantia occidentalis (Britton) Smyth,Commelinaceae,Less often than Every week,5,35,Full sun,1
1414058,Tradescantia ohiensis Raf.,Commelinaceae,Less often than Every week,20,35,Full sun,-2
1414272,Balsamorhiza sagittata (Pursh) Nutt.,Asteraceae,Less often than Every week,5,32,Full sun,-9
1414275,Barbarea orthoceras Ledeb.,Brassicaceae,Less often than Every week,20,35,Full sun,-10
1414276,Barbarea vulgaris W.T. Aiton,Brassicaceae,Less often than Every week,20,35,Full sun,8
1414397,Calochortus macrocarpus Douglas,Liliaceae,Less often than Every week,0,32,Full sun,-1
1414746,Entada phaseoloides (L.) Merr.,Fabaceae,Less often than Every 3 weeks,20,38,Full sun,19
1414808,Cerbera manghas L.,Apocynaceae,Less often than Every 2 weeks,20,35,Full sun,6
1414903,Hernandia cordigera Vieill.,Hernandiaceae,,,,,-9
1414924,Acacia simplex (Sparman) Pedley,Fabaceae,,,,,-6
1415584,Dubouzetia confusa Guillaumin & Virot,Elaeocarpaceae,,,,,-9
1415593,Dubouzetia campanulata Pancher ex Brongn. & Gris,Elaeocarpaceae,,,,,-8
1415911,Acacia spirorbis Labill.,Fabaceae,,,,,-10
1416420,Atractocarpus platyxylon (Vieill. ex Pancher & Sebert) Guillaumin,Rubiaceae,,,,,-10
1416509,Nepenthes vieillardii Hook. f.,Nepenthaceae,Less often than Twice per week,0,38,Full sun,-1
1417117,Dendrobium closterium Rchb.f.,Orchidaceae,,,,,-10
1417506,Dracophyllum verticillatum Labill.,Ericaceae,Less often than Every week,,,Full sun,-7
1417546,Schefflera spp.,Araliaceae,,,,,-5
1417900,Tagetes lucida Cav.,Asteraceae,Less often than Every week,20,38,Full sun,6
1417916,Anisocampium niponicum (Mett.) Y.C.Liu - W.L. Chiou & M. Kato,Athyriaceae,Less often than Every week,5,35,Partial sun,-10
1418033,Mertensia ciliata (James ex Torr.) G. Don,Boraginaceae,Less often than Every week,5,32,Partial sun,0
1418061,Lithops fulviceps N.E.Br.,Aizoaceae,,,,,-9
1418084,Lithops karasmontana N.E.Br.,Aizoaceae,,,,,-10
1418102,Lithops marmorata N.E.Br.,Aizoaceae,,,,,-4
1418140,Lithops pseudotruncatella N.E.Br.,Aizoaceae,Less often than Every 3 weeks,20,38,Full sun,18
1418146,Fittonia albivenis (Lindl. ex Veitch) Brummitt,Acanthaceae,Less often than Every week,20,38,Partial sun,18
1418191,Lithops spp.,Aizoaceae,,,,,-7
1418192,Cereus hildmannianus K.Schum.,Cactaceae,Less often than Every 3 weeks,20,38,Full sun,-3
1418295,Neobuxbaumia polylopha (DC.) Backeb.,Cactaceae,Less often than Every 3 weeks,20,38,Full sun,0
1418345,Calycanthus occidentalis Hook. & Arn.,Calycanthaceae,Less often than Every 1-2 weeks,5,35,Partial sun,1
1418475,Tradescantia subaspera Ker Gawl.,Commelinaceae,Less often than Every week,5,35,Partial sun,-2
1418545,Sedum kamtschaticum Fisch.,Crassulaceae,Less often than Every 2 weeks,5,35,Full sun,-6
1418546,Sedum lineare Thunb.,Crassulaceae,Less often than Every 3 weeks,15,38,Full sun,-6
1418547,Sedum morganianum E.Walther,Crassulaceae,Less often than Every 3 weeks,20,38,Full sun,2
1418563,Cucurbita foetidissima Kunth,Cucurbitaceae,Less often than Every week,20,38,Full sun,19
1418576,Eucryphia cordifolia Cav.,Eucryphiaceae,,,,,-8
1418653,Dryopteris cycadina (Franch. & Sav.) C. Chr.,Dryopteridaceae,Less often than Twice per week,20,38,Full shade,13
1418655,Dryopteris erythrosora (D.C. Eaton) Kuntze,Dryopteridaceae,Less often than Twice per week,5,35,Partial sun,-7
1418659,Dryopteris sieboldii (T. Moore) Kuntze,Dryopteridaceae,,,,,-8
1418665,Rumohra adiantiformis (G. Forst.) Ching,Dryopteridaceae,Less often than Every week,20,38,Partial sun,-9
1418732,Oxydendrum arboreum (L.) DC.,Ericaceae,Less often than Every 1-2 weeks,5,35,Full sun,4
1418984,Lupinus albifrons Benth.,Fabaceae,Less often than Every week,15,35,Full sun,6
1419077,Lycoris radiata (L'H̩r.) Herb.,Amaryllidaceae,Less often than Every 1-2 weeks,15,35,Partial sun,-9
1419086,Garrya elliptica Douglas ex Lindl.,Garryaceae,Less often than Every 2 weeks,15,35,Full sun,7
1419091,Lycoris squamigera Maxim.,Amaryllidaceae,Less often than Every week,5,35,Full sun,4
1419112,Pelargonium crispum (P.J. Bergius) L'H̩r.,Geraniaceae,Less often than Every week,15,38,Full sun,6
1419115,Pelargonium x hortorum L.H. Bailey,Geraniaceae,,,,,-3
1419173,Loropetalum chinense (R. Br.) Oliv.,Hamamelidaceae,Less often than Every 1-2 weeks,15,35,Full sun,-4
1419197,Hypericum frondosum Michx.,Hypericaceae,Less often than Every 1-2 weeks,10,35,Full sun,2
1419334,Liriope muscari (Decne.) L.H.Bailey,Asparagaceae,Less often than Every week,20,38,Partial sun,13
1419352,Limnanthes douglasii R. Br.,Limnanthaceae,Less often than Every week,20,35,Full sun,-6
1419595,Nothofagus alpina (Poepp. & Endl.) Oerst.,Nothofagaceae,,,,,-10
1419598,Nothofagus pumilio (Poepp. & Endl.) Krasser,Nothofagaceae,Less often than Every week,15,32,Full sun,-7
1419612,Abeliophyllum distichum Nakai,Oleaceae,Less often than Every week,5,32,Full sun,-5
1419713,Dendrobium aphyllum (Roxb.) C.E.C.Fisch.,Orchidaceae,Less often than Every week,20,38,Partial sun,17
1419720,Dendrobium spp.,Orchidaceae,,,,,-10
1419807,Vanilla planifolia Jacks. ex Andrews,Orchidaceae,Less often than Every week,20,38,Partial sun,8
1419864,Heteromorpha arborescens (Spreng.) Cham. & Schltdl.,Apiaceae,,,,,-10
1419874,Lapageria rosea Ruiz & Pav.,Philesiaceae,Less often than Every week,15,38,Partial sun,-7
1419923,Peperomia argyreia (Hook.f.) E.Morren,Piperaceae,Less often than Every week,20,38,Full shade,18
1419924,Peperomia dolabriformis Kunth,Piperaceae,Less often than Every 3 weeks,20,38,Partial sun,19
1419942,Hebe franciscana (Eastw.) Souster,Plantaginaceae,,,,,-5
1419949,Maurandya barclayana Lindl.,Plantaginaceae,,,,,-2
1420092,Sasa palmata (Burb.) E.G.Camus,Poaceae,Less often than Every 1-2 weeks,,,Full sun,-8
1420288,Anemone patens L.,Ranunculaceae,,,,,-1
1420364,Fragaria virginiana Mill.,Rosaceae,Less often than Twice per week,5,35,Full sun,-4
1420365,Fragaria x ananassa (Duchesne ex Weston) Duchesne ex Rozier,Rosaceae,Less often than Twice per week,5,32,Full sun,4
1420496,Mussaenda philippica A.Rich.,Rubiaceae,Less often than Every week,20,38,Full sun,11
1420544,Limonia acidissima Groff,Rutaceae,Less often than Every 2 weeks,20,38,Full sun,17
1420653,Illicium floridanum J. Ellis,Schisandraceae,Less often than Every 2 weeks,15,35,Partial sun,1
1420700,Browallia speciosa Hook.,Solanaceae,Less often than Every week,20,35,Full sun,8
1420767,Alocasia cuprea K.Koch,Araceae,Less often than Every week,20,38,Partial sun,11
1420781,Alocasia micholitziana Sander,Araceae,Less often than Twice per week,20,38,Partial sun,13
1420787,Alocasia odora (Lindl.) K.Koch,Araceae,Less often than Twice per week,20,35,Partial sun,15
1420792,Daphne odora Thunb.,Thymelaeaceae,Less often than Every 1-2 weeks,15,35,Partial sun,-9
1420795,Alocasia sanderiana W.Bull,Araceae,Less often than Every week,20,38,Partial sun,-8
1420796,Daphne tangutica Maxim.,Thymelaeaceae,Less often than Every 2-3 weeks,5,35,Full sun,-8
1420863,Kniphofia uvaria (L.) Oken,Xanthorrhoeaceae,Less often than Every week,5,35,Full sun,-2
1420896,Zamia furfuracea L.f. ex Aiton,Zamiaceae,Less often than Every 1-2 weeks,20,38,Partial sun,6
1420929,Guaiacum sanctum L.,Zygophyllaceae,Less often than Every 1-2 weeks,20,38,Full sun,18
1420931,Nepenthes spp.,Nepenthaceae,,,,,-5
1421001,Pelargonium spp.,Geraniaceae,,,,,-9
1421011,Pancratium maritimum L. L.,Amaryllidaceae,Less often than Every week,15,35,Full sun,1
1421021,Sedum palmeri S. Watson,Crassulaceae,Less often than Every 2-3 weeks,15,35,Full sun,8
1421026,Aphelandra sinclairiana Nees,Acanthaceae,,,,,-4
1421107,Alocasia macrorrhizos (L.) G. Don,Araceae,Less often than Every week,20,38,Partial sun,6
1421386,Acacia confusa Merr.,Fabaceae,Less often than Every 2 weeks,20,38,Full sun,18
1421523,Acacia koaia Hillebr.,Fabaceae,Less often than Every week,20,38,Full sun,7
1421628,Nephrolepis falcata (Cav.) C. Chr.,Lomariopsidaceae,Less often than Twice per week,20,35,Partial sun,1
1422105,Tradescantia zebrina hort. ex Bosse,Commelinaceae,Less often than Every week,20,38,Partial sun,11
1422636,Calodendrum capense (L.f.) Thunb.,Rutaceae,Less often than Every 3 weeks,20,38,Full sun,-1
1422712,Pelargonium grandiflorum Willd.,Geraniaceae,Less often than Every week,15,38,Full sun,0
1422721,Hypericum revolutum Vahl,Hypericaceae,,,,,-8
1423286,Schkuhria pinnata (Lam.) Kuntze ex Thell.,Asteraceae,Less often than Every week,,,Full sun,-3
1423469,Maytenus boaria Molina,Celastraceae,Less often than Every 2-3 weeks,15,35,Full sun,-8
1423633,Melampodium perfoliatum (Cav.) Kunth,Asteraceae,Less often than Twice per week,,,,-3
1423932,Hernandia nymphaeifolia (J.Presl) Kubitzki,Hernandiaceae,Less often than Every 2 weeks,20,35,Full sun,12
1424003,Mazus pumilus (Burm.f.) Steenis,Phrymaceae,Less often than Every week,20,35,Full sun,-9
1424005,Melampodium divaricatum (Rich.) DC.,Asteraceae,Less often than Every week,20,35,Full sun,-8
1424377,Breynia vitis-idaea (Burm.f.) C.E.C.Fisch.,Phyllanthaceae,Less often than Every 2-3 weeks,10,35,Full sun,-10
1425433,Prosopis farcta (Banks & Sol.) J.F.Macbr.,Fabaceae,Less often than Every 2-3 weeks,15,35,Full sun,-7
1425899,Acacia farnesiana Willd.,Fabaceae,,,,,-6
1427043,Freycinetia cumingiana Gaudich.,Pandanaceae,,,,,-5
1427659,Crotalaria laburnifolia L.,Fabaceae,,,,,-4
1427821,Dalbergia sissoo DC.,Fabaceae,Less often than Every 2-3 weeks,20,38,Full sun,16
1428059,Dischidia nummularia R.Br.,Apocynaceae,Less often than Every 2 weeks,20,38,Partial sun,-5
1430280,Schefflera heptaphylla (L.) Frodin,Araliaceae,Less often than Every 2 weeks,20,38,Partial sun,-2
1430287,Schinopsis balansae Engl.,Anacardiaceae,,,,,-8
1430515,Smilax china L.,Smilacaceae,Less often than Every 3 weeks,5,35,Full sun,-6
1431222,Barringtonia acutangula (L.) Gaertn.,Lecythidaceae,Less often than Every 2 weeks,,,Full sun,-9
1431925,Maerua triphylla A. Rich.,Capparaceae,,,,,-5
1432545,Asystasia mysorensis (Roth) T.Anderson,Acanthaceae,,,,,-7
1432783,Lactuca virosa Habl.,Asteraceae,Less often than Every week,20,35,Full sun,4
1432786,Calendula arvensis M.Bieb.,Asteraceae,Less often than Every week,20,35,Full sun,2
1432824,Herbertia lahue (Molina) Goldblatt,Iridaceae,Less often than Every week,20,35,Partial sun,17
1433158,Hypericum hypericoides (L.) Crantz,Hypericaceae,Less often than Every 3 weeks,10,35,Partial sun,7
1433176,Hypericum tetrapetalum Lam.,Hypericaceae,Less often than Every week,10,35,Full sun,-1
1433496,Keckiella cordifolia (Benth.) Straw,Plantaginaceae,Less often than Every 2 weeks,15,35,Full sun,-9
1434011,Liriope muscari (Decne.) L.H. Bailey,Asparagaceae,Less often than Every week,20,38,Partial sun,-1
1434232,Lupinus chamissonis Eschsch.,Fabaceae,Less often than Every 2-3 weeks,15,35,Full sun,-4
1434249,Lupinus diffusus Nutt.,Fabaceae,Less often than Every week,20,38,Full sun,-4
1434258,Lupinus formosus Greene,Fabaceae,Less often than Every week,20,38,Full sun,11
1434267,Lupinus hirsutissimus Benth.,Fabaceae,Less often than Every week,20,35,Full sun,17
1434320,Lupinus subcarnosus Hook.,Fabaceae,Less often than Every week,20,38,Full sun,8
